lead_id,date,channel,device
4303,2025-10-16,Google Ads,Desktop
873,2025-10-17,Google Ads,Mobile
3001,2025-10-17,Google Ads,Desktop
2268,2025-10-17,LinkedIn,Desktop
1747,2025-10-17,LinkedIn,Desktop
4287,2025-10-17,Organic,Desktop
689,2025-10-17,LinkedIn,Mobile
1937,2025-10-17,Google Ads,Desktop
4379,2025-10-17,Google Ads,Mobile
4500,2025-10-17,Instagram Ads,Tablet
1693,2025-10-17,Emailing,Mobile
756,2025-10-17,Facebook Ads,Mobile
395,2025-10-17,Emailing,Desktop
3512,2025-10-18,Organic,Tablet
4187,2025-10-18,Emailing,Tablet
2416,2025-10-18,Organic,Mobile
1220,2025-10-18,Emailing,Mobile
3636,2025-10-18,Organic,Desktop
1488,2025-10-18,Facebook Ads,Mobile
1262,2025-10-18,Emailing,Tablet
1347,2025-10-18,Organic,Mobile
2577,2025-10-18,Instagram Ads,Tablet
4688,2025-10-18,Instagram Ads,Desktop
1835,2025-10-18,Facebook Ads,Desktop
640,2025-10-18,Organic,Tablet
688,2025-10-18,Facebook Ads,Mobile
1300,2025-10-18,Emailing,Desktop
4432,2025-10-19,Organic,Mobile
1785,2025-10-19,Instagram Ads,Tablet
1466,2025-10-19,Organic,Tablet
4285,2025-10-19,LinkedIn,Tablet
2085,2025-10-19,Instagram Ads,Mobile
4972,2025-10-19,Google Ads,Desktop
4598,2025-10-19,Organic,Desktop
3095,2025-10-19,Emailing,Desktop
1969,2025-10-19,Facebook Ads,Mobile
657,2025-10-19,LinkedIn,Desktop
1392,2025-10-19,Google Ads,Tablet
4744,2025-10-19,LinkedIn,Desktop
2700,2025-10-19,Google Ads,Mobile
4567,2025-10-19,Organic,Tablet
1798,2025-10-20,LinkedIn,Mobile
663,2025-10-20,Instagram Ads,Mobile
2865,2025-10-20,Facebook Ads,Tablet
4242,2025-10-20,Facebook Ads,Desktop
1098,2025-10-20,Organic,Desktop
1686,2025-10-20,Google Ads,Desktop
804,2025-10-20,Google Ads,Desktop
2767,2025-10-20,Instagram Ads,Tablet
1047,2025-10-20,Emailing,Tablet
2622,2025-10-20,Organic,Tablet
4564,2025-10-20,Facebook Ads,Desktop
4054,2025-10-20,Instagram Ads,Tablet
2094,2025-10-20,Organic,Tablet
855,2025-10-21,Facebook Ads,Mobile
2556,2025-10-21,Instagram Ads,Mobile
3652,2025-10-21,Emailing,Mobile
4787,2025-10-21,Organic,Mobile
2114,2025-10-21,LinkedIn,Desktop
691,2025-10-21,Google Ads,Mobile
4669,2025-10-21,Organic,Tablet
122,2025-10-21,Facebook Ads,Mobile
4735,2025-10-21,Emailing,Mobile
1850,2025-10-21,Instagram Ads,Desktop
1535,2025-10-21,LinkedIn,Tablet
1031,2025-10-21,Organic,Desktop
280,2025-10-21,Google Ads,Desktop
4799,2025-10-21,Organic,Mobile
2844,2025-10-22,Organic,Mobile
1821,2025-10-22,Instagram Ads,Desktop
3429,2025-10-22,Instagram Ads,Tablet
3701,2025-10-22,LinkedIn,Desktop
1020,2025-10-22,LinkedIn,Tablet
2460,2025-10-22,Google Ads,Desktop
2512,2025-10-22,Emailing,Desktop
933,2025-10-22,Organic,Tablet
2211,2025-10-22,Facebook Ads,Tablet
4948,2025-10-22,Instagram Ads,Mobile
2385,2025-10-22,Emailing,Mobile
167,2025-10-22,Google Ads,Mobile
363,2025-10-22,Facebook Ads,Desktop
827,2025-10-22,Organic,Mobile
4558,2025-10-22,Google Ads,Mobile
2257,2025-10-22,Instagram Ads,Mobile
2638,2025-10-23,Facebook Ads,Mobile
4397,2025-10-23,Google Ads,Mobile
3356,2025-10-23,Facebook Ads,Desktop
1379,2025-10-23,Facebook Ads,Mobile
2494,2025-10-23,Organic,Tablet
3712,2025-10-23,Google Ads,Tablet
531,2025-10-23,Emailing,Mobile
4219,2025-10-23,LinkedIn,Tablet
4508,2025-10-23,Google Ads,Desktop
253,2025-10-23,LinkedIn,Tablet
2695,2025-10-23,Google Ads,Desktop
3655,2025-10-23,Facebook Ads,Mobile
2848,2025-10-24,LinkedIn,Mobile
2048,2025-10-24,Facebook Ads,Tablet
3643,2025-10-24,LinkedIn,Tablet
4957,2025-10-24,LinkedIn,Mobile
4479,2025-10-24,Google Ads,Tablet
4723,2025-10-24,Emailing,Mobile
3626,2025-10-24,Instagram Ads,Desktop
4997,2025-10-24,Instagram Ads,Desktop
1794,2025-10-24,Instagram Ads,Tablet
677,2025-10-24,Emailing,Tablet
2861,2025-10-24,Facebook Ads,Mobile
3997,2025-10-24,Organic,Desktop
1524,2025-10-25,Organic,Mobile
3831,2025-10-25,Instagram Ads,Desktop
945,2025-10-25,LinkedIn,Mobile
2010,2025-10-25,Facebook Ads,Mobile
620,2025-10-25,Emailing,Tablet
4968,2025-10-25,Instagram Ads,Tablet
4105,2025-10-25,LinkedIn,Desktop
1865,2025-10-25,Instagram Ads,Desktop
876,2025-10-25,Google Ads,Mobile
2584,2025-10-25,Facebook Ads,Tablet
1891,2025-10-25,Facebook Ads,Desktop
891,2025-10-26,Emailing,Desktop
902,2025-10-26,Facebook Ads,Tablet
690,2025-10-26,Emailing,Mobile
3732,2025-10-26,Instagram Ads,Mobile
861,2025-10-26,Google Ads,Desktop
5086,2025-10-26,Facebook Ads,Mobile
766,2025-10-26,LinkedIn,Desktop
1322,2025-10-26,Emailing,Mobile
1738,2025-10-26,LinkedIn,Desktop
4373,2025-10-26,Instagram Ads,Mobile
2216,2025-10-26,Organic,Desktop
4398,2025-10-26,Instagram Ads,Tablet
1811,2025-10-26,Google Ads,Desktop
2138,2025-10-26,Facebook Ads,Mobile
2995,2025-10-26,LinkedIn,Tablet
4934,2025-10-27,Emailing,Tablet
3581,2025-10-27,Facebook Ads,Desktop
4104,2025-10-27,Google Ads,Desktop
105,2025-10-27,LinkedIn,Desktop
1210,2025-10-27,Instagram Ads,Tablet
2497,2025-10-27,Emailing,Tablet
2540,2025-10-27,Organic,Tablet
3179,2025-10-27,Instagram Ads,Tablet
976,2025-10-27,LinkedIn,Tablet
967,2025-10-27,Emailing,Desktop
106,2025-10-27,Google Ads,Mobile
799,2025-10-27,Google Ads,Mobile
3646,2025-10-27,Organic,Mobile
4653,2025-10-27,Organic,Tablet
3746,2025-10-27,Facebook Ads,Desktop
4568,2025-10-28,LinkedIn,Desktop
3562,2025-10-28,LinkedIn,Tablet
419,2025-10-28,LinkedIn,Desktop
4135,2025-10-28,Facebook Ads,Desktop
3973,2025-10-28,Instagram Ads,Tablet
4128,2025-10-28,Google Ads,Mobile
2203,2025-10-28,LinkedIn,Tablet
1257,2025-10-28,Emailing,Mobile
3444,2025-10-28,LinkedIn,Tablet
3097,2025-10-28,Emailing,Desktop
212,2025-10-29,LinkedIn,Tablet
4926,2025-10-29,Facebook Ads,Tablet
3768,2025-10-29,Facebook Ads,Tablet
2521,2025-10-29,Instagram Ads,Desktop
2092,2025-10-29,Google Ads,Desktop
768,2025-10-29,Organic,Desktop
3945,2025-10-29,Organic,Tablet
4100,2025-10-29,Google Ads,Mobile
1985,2025-10-29,Google Ads,Desktop
3274,2025-10-29,Instagram Ads,Desktop
3311,2025-10-29,Facebook Ads,Tablet
303,2025-10-29,Facebook Ads,Desktop
310,2025-10-29,Facebook Ads,Tablet
1422,2025-10-29,Google Ads,Desktop
1265,2025-10-29,Google Ads,Tablet
4038,2025-10-29,Organic,Mobile
3322,2025-10-29,Google Ads,Mobile
4581,2025-10-29,Facebook Ads,Mobile
3273,2025-10-29,Organic,Mobile
454,2025-10-30,Emailing,Tablet
3829,2025-10-30,Organic,Desktop
4381,2025-10-30,Organic,Desktop
4897,2025-10-30,LinkedIn,Tablet
606,2025-10-30,Google Ads,Tablet
4469,2025-10-30,Instagram Ads,Mobile
3072,2025-10-30,Emailing,Desktop
4355,2025-10-30,Facebook Ads,Mobile
1313,2025-10-30,Emailing,Mobile
2231,2025-10-30,Organic,Tablet
1481,2025-10-30,Google Ads,Tablet
4049,2025-10-30,Google Ads,Tablet
2914,2025-10-30,Instagram Ads,Mobile
831,2025-10-30,Instagram Ads,Desktop
5006,2025-10-30,Emailing,Mobile
830,2025-10-30,LinkedIn,Tablet
2908,2025-10-30,Organic,Desktop
1501,2025-10-31,Facebook Ads,Tablet
3869,2025-10-31,Instagram Ads,Tablet
5015,2025-10-31,Instagram Ads,Mobile
2169,2025-10-31,LinkedIn,Mobile
1968,2025-10-31,Facebook Ads,Desktop
1188,2025-10-31,Google Ads,Mobile
2734,2025-10-31,Instagram Ads,Mobile
2153,2025-10-31,Instagram Ads,Desktop
2878,2025-10-31,Facebook Ads,Mobile
3325,2025-10-31,LinkedIn,Tablet
1059,2025-10-31,Emailing,Mobile
2492,2025-10-31,LinkedIn,Desktop
3317,2025-10-31,LinkedIn,Mobile
2228,2025-10-31,Instagram Ads,Mobile
355,2025-11-01,Organic,Mobile
1502,2025-11-01,Emailing,Desktop
1397,2025-11-01,Emailing,Tablet
1493,2025-11-01,Organic,Mobile
3977,2025-11-01,Instagram Ads,Desktop
3570,2025-11-01,Instagram Ads,Tablet
1672,2025-11-01,Google Ads,Desktop
4830,2025-11-01,Emailing,Desktop
3556,2025-11-01,Facebook Ads,Desktop
4750,2025-11-01,Organic,Mobile
701,2025-11-01,LinkedIn,Tablet
3625,2025-11-01,LinkedIn,Desktop
4756,2025-11-01,Facebook Ads,Tablet
4928,2025-11-01,Google Ads,Desktop
4911,2025-11-01,Emailing,Tablet
3036,2025-11-01,Organic,Tablet
783,2025-11-02,Organic,Tablet
1035,2025-11-02,Google Ads,Tablet
4499,2025-11-02,Organic,Mobile
698,2025-11-02,Facebook Ads,Mobile
3346,2025-11-02,LinkedIn,Mobile
4641,2025-11-02,Facebook Ads,Tablet
3433,2025-11-02,Google Ads,Mobile
132,2025-11-02,Organic,Desktop
3899,2025-11-02,Organic,Desktop
4039,2025-11-02,LinkedIn,Mobile
3754,2025-11-02,Google Ads,Mobile
2252,2025-11-03,Instagram Ads,Tablet
443,2025-11-03,Organic,Tablet
276,2025-11-03,Instagram Ads,Desktop
4611,2025-11-03,Emailing,Mobile
2273,2025-11-03,LinkedIn,Mobile
1909,2025-11-03,LinkedIn,Mobile
2960,2025-11-03,Facebook Ads,Desktop
4204,2025-11-03,Facebook Ads,Desktop
3720,2025-11-03,Emailing,Mobile
1725,2025-11-03,Facebook Ads,Tablet
1779,2025-11-03,Facebook Ads,Desktop
3777,2025-11-03,LinkedIn,Tablet
1206,2025-11-03,Organic,Tablet
1791,2025-11-03,Emailing,Desktop
418,2025-11-03,LinkedIn,Mobile
771,2025-11-03,LinkedIn,Mobile
4416,2025-11-04,Instagram Ads,Tablet
1053,2025-11-04,Instagram Ads,Mobile
943,2025-11-04,Google Ads,Mobile
488,2025-11-04,Google Ads,Tablet
340,2025-11-04,Emailing,Mobile
1196,2025-11-04,Instagram Ads,Tablet
934,2025-11-04,Google Ads,Desktop
1963,2025-11-04,Organic,Desktop
4271,2025-11-04,Organic,Mobile
1546,2025-11-04,Facebook Ads,Tablet
703,2025-11-04,LinkedIn,Tablet
3692,2025-11-04,LinkedIn,Mobile
4520,2025-11-04,Google Ads,Tablet
3141,2025-11-05,Facebook Ads,Mobile
986,2025-11-05,Facebook Ads,Desktop
4945,2025-11-05,Facebook Ads,Desktop
3313,2025-11-05,Organic,Mobile
4984,2025-11-05,Facebook Ads,Desktop
4529,2025-11-05,Emailing,Tablet
1469,2025-11-05,Facebook Ads,Desktop
1117,2025-11-05,Emailing,Desktop
3565,2025-11-05,Facebook Ads,Tablet
4630,2025-11-05,Organic,Desktop
3091,2025-11-05,Facebook Ads,Tablet
4708,2025-11-06,Instagram Ads,Tablet
693,2025-11-06,Instagram Ads,Desktop
3382,2025-11-06,Facebook Ads,Mobile
1472,2025-11-06,Organic,Desktop
115,2025-11-06,Google Ads,Tablet
885,2025-11-06,Instagram Ads,Desktop
116,2025-11-06,Google Ads,Desktop
968,2025-11-06,LinkedIn,Tablet
3024,2025-11-06,Google Ads,Tablet
822,2025-11-06,Instagram Ads,Mobile
4032,2025-11-06,Emailing,Desktop
1427,2025-11-06,Emailing,Desktop
4547,2025-11-06,Organic,Tablet
3972,2025-11-06,Google Ads,Desktop
1637,2025-11-06,Google Ads,Tablet
1639,2025-11-06,Organic,Tablet
3706,2025-11-06,Organic,Mobile
1003,2025-11-06,Organic,Tablet
1101,2025-11-07,Organic,Mobile
1340,2025-11-07,Organic,Tablet
150,2025-11-07,Facebook Ads,Mobile
3857,2025-11-07,Google Ads,Desktop
3824,2025-11-07,LinkedIn,Tablet
721,2025-11-07,Organic,Tablet
4470,2025-11-07,LinkedIn,Tablet
2081,2025-11-07,Organic,Desktop
3703,2025-11-07,Organic,Tablet
2213,2025-11-07,Emailing,Tablet
3276,2025-11-07,Emailing,Tablet
2980,2025-11-07,LinkedIn,Tablet
1908,2025-11-07,Facebook Ads,Desktop
2338,2025-11-07,Instagram Ads,Desktop
4491,2025-11-07,Facebook Ads,Desktop
2067,2025-11-07,LinkedIn,Tablet
4460,2025-11-07,Google Ads,Tablet
769,2025-11-08,Organic,Mobile
1198,2025-11-08,Instagram Ads,Tablet
268,2025-11-08,LinkedIn,Tablet
2239,2025-11-08,Organic,Mobile
4882,2025-11-08,Instagram Ads,Desktop
3455,2025-11-08,Emailing,Desktop
3195,2025-11-08,Organic,Tablet
4296,2025-11-08,Instagram Ads,Desktop
5059,2025-11-08,Google Ads,Mobile
218,2025-11-08,Organic,Desktop
790,2025-11-08,LinkedIn,Tablet
594,2025-11-08,Emailing,Desktop
1998,2025-11-08,Instagram Ads,Mobile
3478,2025-11-08,Instagram Ads,Tablet
2900,2025-11-09,Emailing,Mobile
4759,2025-11-09,LinkedIn,Desktop
4904,2025-11-09,Google Ads,Mobile
2953,2025-11-09,Google Ads,Tablet
4330,2025-11-09,Google Ads,Desktop
4847,2025-11-09,LinkedIn,Desktop
956,2025-11-09,LinkedIn,Desktop
3856,2025-11-09,Google Ads,Mobile
3469,2025-11-09,Instagram Ads,Tablet
1701,2025-11-10,Organic,Mobile
4114,2025-11-10,LinkedIn,Tablet
4956,2025-11-10,Google Ads,Tablet
3303,2025-11-10,Emailing,Desktop
699,2025-11-10,Instagram Ads,Mobile
2548,2025-11-11,Facebook Ads,Tablet
4808,2025-11-11,Organic,Tablet
1838,2025-11-11,Organic,Tablet
3599,2025-11-11,Instagram Ads,Desktop
4302,2025-11-11,Google Ads,Tablet
469,2025-11-11,Organic,Tablet
3690,2025-11-11,LinkedIn,Mobile
2843,2025-11-11,Emailing,Mobile
4973,2025-11-11,Organic,Mobile
4619,2025-11-11,Google Ads,Mobile
2390,2025-11-11,Organic,Mobile
3677,2025-11-11,Facebook Ads,Mobile
2888,2025-11-11,Facebook Ads,Tablet
5014,2025-11-11,Instagram Ads,Mobile
158,2025-11-11,Facebook Ads,Tablet
3434,2025-11-11,Organic,Mobile
1615,2025-11-11,Facebook Ads,Mobile
3061,2025-11-11,LinkedIn,Tablet
335,2025-11-11,Instagram Ads,Tablet
3131,2025-11-12,Google Ads,Desktop
4920,2025-11-12,Google Ads,Mobile
4701,2025-11-12,Instagram Ads,Mobile
2131,2025-11-12,LinkedIn,Desktop
1437,2025-11-12,Facebook Ads,Tablet
2774,2025-11-12,LinkedIn,Desktop
1948,2025-11-12,Emailing,Tablet
172,2025-11-12,Emailing,Tablet
127,2025-11-12,Organic,Tablet
3215,2025-11-12,Facebook Ads,Tablet
4632,2025-11-12,Emailing,Tablet
3235,2025-11-13,Instagram Ads,Desktop
829,2025-11-13,LinkedIn,Desktop
2605,2025-11-13,Google Ads,Tablet
2212,2025-11-13,Instagram Ads,Desktop
1539,2025-11-13,Facebook Ads,Desktop
3183,2025-11-13,Instagram Ads,Tablet
2006,2025-11-13,Organic,Desktop
2167,2025-11-13,Emailing,Desktop
4471,2025-11-13,Facebook Ads,Tablet
3448,2025-11-13,LinkedIn,Mobile
1357,2025-11-13,Organic,Mobile
1727,2025-11-13,LinkedIn,Mobile
2566,2025-11-13,Facebook Ads,Mobile
4150,2025-11-13,LinkedIn,Desktop
1396,2025-11-13,Emailing,Desktop
3151,2025-11-14,Organic,Tablet
996,2025-11-14,Google Ads,Tablet
1994,2025-11-14,Facebook Ads,Tablet
2173,2025-11-14,Google Ads,Desktop
3390,2025-11-14,Google Ads,Desktop
4823,2025-11-14,Google Ads,Tablet
2978,2025-11-14,Emailing,Desktop
2592,2025-11-14,Organic,Tablet
4981,2025-11-14,Facebook Ads,Desktop
3756,2025-11-14,Facebook Ads,Tablet
955,2025-11-14,LinkedIn,Desktop
5062,2025-11-14,Instagram Ads,Mobile
3361,2025-11-14,LinkedIn,Mobile
2193,2025-11-14,Emailing,Desktop
2983,2025-11-15,Organic,Desktop
3740,2025-11-15,Instagram Ads,Tablet
4692,2025-11-15,LinkedIn,Mobile
3358,2025-11-15,Google Ads,Desktop
2393,2025-11-15,Facebook Ads,Desktop
5008,2025-11-15,Emailing,Mobile
5078,2025-11-15,Emailing,Mobile
707,2025-11-15,LinkedIn,Desktop
1001,2025-11-15,Facebook Ads,Mobile
1921,2025-11-15,Facebook Ads,Tablet
1511,2025-11-15,Google Ads,Desktop
1045,2025-11-15,Emailing,Mobile
2627,2025-11-16,Emailing,Desktop
3641,2025-11-16,Google Ads,Tablet
2880,2025-11-16,Facebook Ads,Mobile
2751,2025-11-16,Emailing,Desktop
4573,2025-11-16,Facebook Ads,Mobile
4585,2025-11-16,Google Ads,Tablet
3620,2025-11-16,Google Ads,Desktop
1462,2025-11-16,Google Ads,Mobile
4678,2025-11-16,Facebook Ads,Desktop
1767,2025-11-16,Emailing,Mobile
4162,2025-11-16,Instagram Ads,Desktop
4383,2025-11-16,Organic,Tablet
953,2025-11-16,Organic,Tablet
722,2025-11-16,Instagram Ads,Mobile
3925,2025-11-16,Emailing,Desktop
3543,2025-11-17,Emailing,Desktop
2282,2025-11-17,Emailing,Desktop
1656,2025-11-17,Google Ads,Desktop
114,2025-11-17,Google Ads,Tablet
2759,2025-11-17,Organic,Desktop
4092,2025-11-17,Emailing,Mobile
3846,2025-11-17,Emailing,Desktop
1333,2025-11-17,LinkedIn,Mobile
743,2025-11-17,Facebook Ads,Tablet
1972,2025-11-17,Instagram Ads,Tablet
662,2025-11-17,Emailing,Tablet
3596,2025-11-17,Emailing,Tablet
3451,2025-11-18,Facebook Ads,Mobile
3891,2025-11-18,Facebook Ads,Desktop
5066,2025-11-18,Google Ads,Mobile
1559,2025-11-18,Emailing,Desktop
2763,2025-11-18,Instagram Ads,Mobile
1852,2025-11-18,Emailing,Desktop
3220,2025-11-18,Google Ads,Tablet
1808,2025-11-18,LinkedIn,Tablet
4440,2025-11-18,Organic,Mobile
1074,2025-11-18,LinkedIn,Desktop
398,2025-11-18,Google Ads,Desktop
4643,2025-11-18,Google Ads,Tablet
3471,2025-11-19,LinkedIn,Desktop
3705,2025-11-19,Emailing,Desktop
4232,2025-11-19,Google Ads,Mobile
2508,2025-11-19,Google Ads,Tablet
1179,2025-11-19,LinkedIn,Desktop
3415,2025-11-19,LinkedIn,Desktop
3723,2025-11-19,Emailing,Tablet
1675,2025-11-19,Facebook Ads,Tablet
4185,2025-11-19,Organic,Desktop
2397,2025-11-19,Organic,Desktop
1424,2025-11-20,Instagram Ads,Tablet
1234,2025-11-20,LinkedIn,Desktop
3722,2025-11-20,Facebook Ads,Mobile
3930,2025-11-20,Instagram Ads,Tablet
3984,2025-11-20,Emailing,Mobile
4668,2025-11-20,Google Ads,Mobile
4825,2025-11-20,Organic,Desktop
3405,2025-11-20,LinkedIn,Tablet
3337,2025-11-20,Instagram Ads,Mobile
1316,2025-11-20,Organic,Desktop
1197,2025-11-20,Instagram Ads,Mobile
2957,2025-11-20,Facebook Ads,Mobile
1111,2025-11-20,Instagram Ads,Tablet
4457,2025-11-20,LinkedIn,Mobile
2052,2025-11-20,Facebook Ads,Tablet
931,2025-11-21,Google Ads,Desktop
2924,2025-11-21,Google Ads,Tablet
980,2025-11-21,Organic,Mobile
3330,2025-11-21,Emailing,Mobile
4034,2025-11-21,Google Ads,Tablet
3015,2025-11-21,Organic,Desktop
1940,2025-11-21,LinkedIn,Desktop
232,2025-11-21,Organic,Desktop
314,2025-11-21,Instagram Ads,Tablet
4543,2025-11-21,LinkedIn,Desktop
4083,2025-11-21,Organic,Tablet
1212,2025-11-21,Organic,Mobile
1213,2025-11-21,Facebook Ads,Mobile
569,2025-11-21,Google Ads,Tablet
4084,2025-11-22,Facebook Ads,Desktop
2275,2025-11-22,Emailing,Mobile
274,2025-11-22,Google Ads,Mobile
2675,2025-11-22,Google Ads,Desktop
3008,2025-11-22,Google Ads,Desktop
3913,2025-11-22,Facebook Ads,Mobile
4180,2025-11-22,Instagram Ads,Mobile
2842,2025-11-22,LinkedIn,Desktop
1593,2025-11-22,LinkedIn,Mobile
5028,2025-11-22,Facebook Ads,Mobile
4465,2025-11-22,Organic,Tablet
2139,2025-11-22,Google Ads,Tablet
1703,2025-11-22,Google Ads,Tablet
209,2025-11-23,Facebook Ads,Mobile
1655,2025-11-23,Instagram Ads,Mobile
643,2025-11-23,Google Ads,Desktop
1133,2025-11-23,Google Ads,Mobile
225,2025-11-23,Instagram Ads,Mobile
1433,2025-11-23,Emailing,Tablet
2828,2025-11-23,Organic,Tablet
877,2025-11-23,LinkedIn,Desktop
4120,2025-11-23,Emailing,Mobile
2922,2025-11-23,LinkedIn,Desktop
1332,2025-11-23,Emailing,Desktop
3537,2025-11-23,Facebook Ads,Tablet
3315,2025-11-23,Organic,Tablet
2571,2025-11-23,LinkedIn,Desktop
3697,2025-11-23,Google Ads,Mobile
3621,2025-11-23,Organic,Desktop
1195,2025-11-24,Google Ads,Tablet
4055,2025-11-24,Emailing,Tablet
3980,2025-11-24,LinkedIn,Tablet
981,2025-11-24,Instagram Ads,Desktop
4665,2025-11-24,Emailing,Tablet
3011,2025-11-24,Instagram Ads,Tablet
1681,2025-11-24,Google Ads,Mobile
3635,2025-11-24,LinkedIn,Mobile
2667,2025-11-24,Emailing,Mobile
4698,2025-11-24,Emailing,Desktop
1190,2025-11-24,Organic,Tablet
845,2025-11-24,Emailing,Tablet
4845,2025-11-24,Facebook Ads,Desktop
3519,2025-11-24,Facebook Ads,Desktop
3336,2025-11-25,Emailing,Mobile
1736,2025-11-25,Organic,Desktop
4873,2025-11-25,Organic,Tablet
1147,2025-11-25,Facebook Ads,Desktop
3794,2025-11-25,Organic,Mobile
4182,2025-11-25,LinkedIn,Desktop
4314,2025-11-25,LinkedIn,Tablet
4880,2025-11-25,Emailing,Mobile
3082,2025-11-25,Instagram Ads,Desktop
1172,2025-11-25,Facebook Ads,Desktop
1709,2025-11-25,Facebook Ads,Tablet
4050,2025-11-25,LinkedIn,Mobile
764,2025-11-26,Google Ads,Tablet
3771,2025-11-26,Google Ads,Tablet
1591,2025-11-26,Organic,Tablet
316,2025-11-26,Google Ads,Tablet
3784,2025-11-26,Google Ads,Desktop
259,2025-11-26,Organic,Desktop
3741,2025-11-26,Emailing,Mobile
988,2025-11-26,Instagram Ads,Mobile
1491,2025-11-26,Facebook Ads,Desktop
1470,2025-11-26,Instagram Ads,Tablet
2369,2025-11-26,Facebook Ads,Mobile
1662,2025-11-26,Instagram Ads,Mobile
4974,2025-11-26,Google Ads,Tablet
4527,2025-11-26,Emailing,Tablet
4267,2025-11-27,Google Ads,Mobile
252,2025-11-27,Instagram Ads,Tablet
4994,2025-11-27,Google Ads,Tablet
2340,2025-11-27,Facebook Ads,Tablet
686,2025-11-27,LinkedIn,Tablet
1946,2025-11-27,Organic,Desktop
4540,2025-11-27,LinkedIn,Mobile
2177,2025-11-27,Organic,Desktop
2952,2025-11-27,LinkedIn,Mobile
4122,2025-11-27,Emailing,Mobile
1167,2025-11-27,Google Ads,Desktop
1820,2025-11-27,Instagram Ads,Tablet
2256,2025-11-27,LinkedIn,Desktop
4673,2025-11-27,Facebook Ads,Mobile
2886,2025-11-28,Organic,Tablet
2324,2025-11-28,Instagram Ads,Mobile
4879,2025-11-28,LinkedIn,Tablet
794,2025-11-28,LinkedIn,Desktop
290,2025-11-28,Emailing,Tablet
3212,2025-11-28,Organic,Mobile
1377,2025-11-28,LinkedIn,Mobile
738,2025-11-28,Facebook Ads,Desktop
3509,2025-11-28,Organic,Tablet
1619,2025-11-28,Facebook Ads,Tablet
2689,2025-11-28,Emailing,Desktop
5082,2025-11-28,LinkedIn,Tablet
256,2025-11-28,Google Ads,Mobile
3487,2025-11-28,Instagram Ads,Tablet
3327,2025-11-28,Google Ads,Desktop
1854,2025-11-28,Facebook Ads,Desktop
3450,2025-11-28,Google Ads,Desktop
990,2025-11-28,Google Ads,Desktop
2868,2025-11-28,Facebook Ads,Tablet
1063,2025-11-29,Organic,Tablet
3333,2025-11-29,Organic,Tablet
326,2025-11-29,LinkedIn,Desktop
1089,2025-11-29,Emailing,Desktop
4503,2025-11-29,Instagram Ads,Mobile
767,2025-11-29,LinkedIn,Tablet
3219,2025-11-30,Organic,Tablet
4782,2025-11-30,Facebook Ads,Desktop
1498,2025-11-30,Emailing,Mobile
2102,2025-11-30,Facebook Ads,Desktop
4633,2025-11-30,Google Ads,Desktop
1421,2025-11-30,Instagram Ads,Mobile
3835,2025-11-30,Emailing,Mobile
2911,2025-11-30,Facebook Ads,Mobile
206,2025-11-30,Instagram Ads,Tablet
2829,2025-11-30,Organic,Tablet
4909,2025-11-30,Instagram Ads,Desktop
863,2025-11-30,Facebook Ads,Tablet
1475,2025-11-30,Facebook Ads,Mobile
4864,2025-11-30,Organic,Mobile
430,2025-11-30,Instagram Ads,Mobile
3222,2025-11-30,Facebook Ads,Mobile
1988,2025-11-30,Instagram Ads,Mobile
638,2025-11-30,Emailing,Tablet
3499,2025-11-30,Emailing,Desktop
4715,2025-11-30,LinkedIn,Tablet
3252,2025-11-30,LinkedIn,Tablet
2713,2025-11-30,Instagram Ads,Mobile
2140,2025-12-01,LinkedIn,Mobile
2948,2025-12-01,Google Ads,Mobile
4004,2025-12-01,Emailing,Desktop
242,2025-12-01,Instagram Ads,Tablet
3284,2025-12-01,Facebook Ads,Tablet
3169,2025-12-01,Instagram Ads,Mobile
3103,2025-12-01,Organic,Tablet
2104,2025-12-01,Emailing,Tablet
1109,2025-12-01,Facebook Ads,Mobile
420,2025-12-01,Organic,Mobile
3725,2025-12-01,Organic,Mobile
4347,2025-12-01,Google Ads,Desktop
4801,2025-12-01,Facebook Ads,Mobile
883,2025-12-01,Instagram Ads,Desktop
3190,2025-12-02,Organic,Desktop
5075,2025-12-02,Organic,Tablet
1879,2025-12-02,Emailing,Tablet
809,2025-12-02,LinkedIn,Desktop
4164,2025-12-02,Emailing,Desktop
4255,2025-12-02,Google Ads,Desktop
3371,2025-12-02,Instagram Ads,Desktop
2381,2025-12-02,Facebook Ads,Mobile
1956,2025-12-02,Facebook Ads,Mobile
730,2025-12-02,Facebook Ads,Mobile
3915,2025-12-02,Google Ads,Tablet
4320,2025-12-02,Organic,Tablet
4748,2025-12-02,Instagram Ads,Mobile
1626,2025-12-03,LinkedIn,Desktop
4667,2025-12-03,Emailing,Desktop
5026,2025-12-03,LinkedIn,Desktop
3637,2025-12-03,LinkedIn,Desktop
4813,2025-12-03,Google Ads,Desktop
3964,2025-12-03,Google Ads,Tablet
2129,2025-12-03,Instagram Ads,Desktop
1644,2025-12-03,Instagram Ads,Tablet
1274,2025-12-04,Instagram Ads,Desktop
2431,2025-12-04,Instagram Ads,Desktop
145,2025-12-04,Organic,Mobile
3272,2025-12-04,Facebook Ads,Desktop
4116,2025-12-04,Google Ads,Mobile
1230,2025-12-04,Facebook Ads,Mobile
2168,2025-12-04,Organic,Mobile
3205,2025-12-04,Emailing,Desktop
